time,delta_lambda_simulink,delta_lambda_noisy,label,delta_lambda_filtered
63,8.03897931476021,7.98396553978357,severe_damage,8.185016638763445
64,8.12445769646694,8.15510238415295,severe_damage,8.232074718259152
65,8.11990351262732,8.17816940009767,severe_damage,8.254238668391757
66,8.22945733865898,8.29514936900648,severe_damage,8.276054008057736
67,8.41229370293819,8.38525138976435,severe_damage,8.338152099984754
68,8.11543224550286,8.4580956422359,severe_damage,8.393381295986623
69,8.42665917384371,8.58539415089678,severe_damage,8.36772774257839
70,8.61083499482062,8.23929301074921,severe_damage,8.383677618520686
71,8.44189376242723,8.29918175805652,severe_damage,8.42185542969185
72,8.57994714119791,8.57507342744078,severe_damage,8.464892182964173
73,8.45602020619087,8.53059691695656,severe_damage,8.524846706090889
74,8.89714399987456,8.85443133710741,severe_damage,8.549796181716337
75,8.70497427568368,8.69809458481738,severe_damage,8.579860754355161
76,8.18376977448367,8.13503247804451,severe_damage,8.607904775701055
77,8.57978775786825,8.38233288870022,severe_damage,8.605987165788992
78,8.23716850159284,8.55663270735103,severe_damage,8.648761792817341
79,8.83007209173108,8.80065368323779,severe_damage,8.697712635436345
80,8.72878859560785,9.0774872469984,severe_damage,8.718357404412147
81,8.80292435525108,8.66939150338822,severe_damage,8.725873973824996
82,8.87479772568405,8.83621997934672,severe_damage,8.714959333387606
83,9.07508215104223,8.87875596242428,severe_damage,8.736527798387469
84,8.68497057435909,8.55663000221585,severe_damage,8.747523545904606
85,8.74560675387338,8.88091241617443,severe_damage,8.815313687438929
86,8.92007964995734,9.03344439734159,severe_damage,8.812747653889527
87,9.01606579917113,8.8847449620778,severe_damage,8.84282623493389
88,8.62070140217979,8.6433454581493,severe_damage,8.811964244073767
89,8.75677098709122,8.69071173054655,severe_damage,8.836531496994436
90,8.8974746546774,9.02162155981533,severe_damage,8.85033111505202
91,8.41536739393613,8.29996869080157,severe_damage,8.875612627179551
92,9.16581861475046,9.39918501171507,severe_damage,8.916441584216091
93,8.75069490895801,8.51814220411001,severe_damage,8.932655113431816
94,9.20822049652862,9.25183239890324,severe_damage,8.93140926729108
95,8.84151108623265,8.61455738409653,severe_damage,8.924152877974734
96,9.14674832443055,9.03790029719827,severe_damage,8.95220431147762
97,9.2045555493707,9.04321425021046,severe_damage,9.002308170624847
98,9.02565601131658,9.25797864433728,severe_damage,9.01220542039155
99,9.19344249461069,9.16906435776392,severe_damage,9.08780400625085
100,9.07524223474332,9.1241153544103,severe_damage,9.046210321175044
101,9.23104292028771,9.01475670523057,severe_damage,9.079798834475135
102,8.91991030542935,8.77589912233261,severe_damage,9.074949325975911
103,9.01198029885213,9.06411696069259,severe_damage,9.11469893209326
104,9.45773733720324,9.44226961775494,severe_damage,9.145173289776805
105,9.07098559812056,9.1700803063159,severe_damage,9.167392965736228
106,9.26038097086134,9.43394747869107,severe_damage,9.17827231415728
107,8.91318809905363,8.77527973557798,severe_damage,9.196579851162284
108,9.16754855754694,9.02196990361137,severe_damage,9.2345545387602
109,9.11067510512491,9.17908977141488,severe_damage,9.241000070459481
110,9.22892381975373,9.21080147585676,severe_damage,9.286934716142573
111,9.4930808522701,9.49501566245144,severe_damage,9.340152934130762
112,9.50934400503392,9.37650938960182,severe_damage,9.361140068656008
113,9.56345670550409,9.42116887065304,severe_damage,9.399473727546015
114,9.37665801127308,9.44367741283899,severe_damage,9.387026253987347
115,9.45971370124561,9.69373566837903,severe_damage,9.420564275241793
116,9.16341704689346,9.11143968071981,severe_damage,9.447254753428764
117,9.29869332263898,9.46491880757897,severe_damage,9.460358766978773
118,9.65693345336545,9.86239023051542,severe_damage,9.468450155869295
119,9.59627690724469,9.75707663563366,severe_damage,9.497939036006544
120,9.5176227635441,9.74508518966598,severe_damage,9.513731031864507
121,9.19341828044473,9.24723537531105,severe_damage,9.491327470023627
122,9.52048647157225,9.27835005439466,severe_damage,9.463825661487878
123,9.54589239517206,9.42232707641595,severe_damage,9.446561211384887
124,9.39883392514291,9.37564997466502,severe_damage,9.485526342493653
125,9.54996469372468,9.33217230921458,severe_damage,9.473943114865575
126,10.0159795892476,9.93734886451017,severe_damage,9.488152267299329
127,9.42218480022586,9.6133893274713,severe_damage,9.47698949413389
128,9.20218638708174,9.08511544303981,severe_damage,9.466735729061986
129,9.00070330929172,9.03115028480274,severe_damage,9.498893351055026
130,9.39257640344984,9.43476891683422,severe_damage,9.487545508942565
131,9.41912963234879,9.69591664735127,severe_damage,9.517888076283134
132,9.32894388482502,9.29117039315783,severe_damage,9.537154135896392
133,9.9787233782293,10.0755275170217,severe_damage,9.537869511447692
134,9.77433728372134,9.5896350381521,severe_damage,9.495760933652555
135,9.72284997243577,9.5912787135874,severe_damage,9.491425430351006
136,9.68061726729939,9.72959970520665,severe_damage,9.558838065834218
137,9.02947950059832,9.10813242270775,severe_damage,9.608229065919328
138,9.94829073390416,9.87746558652447,severe_damage,9.64823530989853
139,9.62343075318166,9.66464086886387,severe_damage,9.63194774659323
140,9.44381274149859,9.34290294248411,severe_damage,9.67233601123016
141,9.21958283025089,9.30572019758312,severe_damage,9.607154174568244
142,9.65370891512369,9.54835677794804,severe_damage,9.6263408301058
143,10.0586101016523,10.096304975288,severe_damage,9.646327328430663
144,9.71915335216115,9.77201528607943,severe_damage,9.629263466468139
145,9.81993042340726,10.0348625765222,severe_damage,9.667497687036636
146,9.6180212623502,9.4516031977718,severe_damage,9.687448466605872
147,9.86493055187338,9.89699436271176,severe_damage,9.705171207219461
148,9.35676102396726,9.09779996709294,severe_damage,9.739296252331538
149,9.85840990003333,9.87743487121547,severe_damage,9.761600402133839
150,9.77342951747458,9.89107618846034,severe_damage,9.784390513688788
151,9.63371918145153,9.47364177576877,severe_damage,9.771953894079386
152,9.71241739906089,9.68164573123522,severe_damage,9.756781350161644
153,9.99243466722778,10.176727280063,severe_damage,9.701956384611293
154,9.68211356368518,9.93048197806774,severe_damage,9.695766955246455
155,9.85447124658116,9.85477861916524,severe_damage,9.683852131054083
156,9.41740853678952,9.64028244461764,severe_damage,9.725753857568003
157,9.91399136601874,9.89020845127229,severe_damage,9.712789773801793
158,10.0408459629546,9.90975568114697,severe_damage,9.699488274145924
159,9.56000325305833,9.54442712731327,severe_damage,9.730327525606034
160,9.47387820462553,9.21248809326696,severe_damage,9.722283342377606
161,9.48269991302966,9.35876175729922,severe_damage,9.696996935984592
162,9.81145554204857,9.71827199982614,severe_damage,9.679668311052216
163,9.51956163505404,9.72632586480177,severe_damage,9.665338182752645
164,9.64959037867395,9.68297361472231,severe_damage,9.665754278862172
165,9.38493239451128,9.69155369362232,severe_damage,9.629040047725901
166,9.86946047079828,9.93623054767042,severe_damage,9.610762278761323
167,9.50793747692524,9.56098298280882,severe_damage,9.629864297897589
168,9.83099112356978,9.79743118416777,severe_damage,9.660195174743913
169,9.80428371764974,9.67055260408209,severe_damage,9.657316232493892
170,9.6144059996818,9.63982669467169,severe_damage,9.677593178318622
171,9.70294473074733,9.64652388626052,severe_damage,9.64913652587506
172,9.57308299568961,9.33949498422823,severe_damage,9.652216185289497
173,9.55834860792073,9.63558914667833,severe_damage,9.640416738867243
174,9.85570606636446,9.83095741435723,severe_damage,9.610914335976714
175,9.62815154352241,9.66745124596184,severe_damage,9.607354422470582
176,9.39363700383912,9.3155776235489,severe_damage,9.607707904607219
177,9.91961675307151,10.0224261871971,severe_damage,9.60573453702562
178,9.38925670927763,9.29947607814833,severe_damage,9.581631969962183
179,9.67580059134547,9.72916850593887,severe_damage,9.571891475954796
180,9.4143332651041,9.51456199728851,severe_damage,9.585364746873314
181,9.51249711247844,9.4936945043125,severe_damage,9.564343683481798
182,9.64563956122296,9.50758428021679,severe_damage,9.536408857292164
183,9.76693741158616,9.80273341621733,severe_damage,9.547363202765341
184,9.47937312707449,9.64095209035813,severe_damage,9.541070175307395
185,9.60499387199322,9.27828818872013,severe_damage,9.488744500899063
186,9.48331574181216,9.50041647614972,severe_damage,9.531041577099609
187,9.52042343325805,9.54159404800597,severe_damage,9.52600235251774
188,9.26778018394427,9.32027319580563,severe_damage,9.519441836446934
189,9.46873641702021,9.41193502151271,severe_damage,9.493151874852817
190,9.78103924873462,9.83176642805949,severe_damage,9.510598080001266
191,9.30429547614229,9.2211822116797,severe_damage,9.471681581413485
192,9.19924648715432,9.23754107107212,severe_damage,9.453720049234516
193,9.76171141886377,9.93393222115653,severe_damage,9.444689770491912
194,9.66719551292467,9.65358013721083,severe_damage,9.434117337491696
195,9.57803751493359,9.41615425622644,severe_damage,9.444258858024432
196,9.11485078958711,9.09934508040072,severe_damage,9.448959138682078
197,9.70416295634626,9.76927735744355,severe_damage,9.442439885465188
198,9.25951958836854,9.2189859374006,severe_damage,9.44236350051417
199,9.12233706893395,9.37152910767362,severe_damage,9.429374630804864
200,9.20900940754474,9.14283400758106,severe_damage,9.428878259855132
201,9.40559160612096,9.34182998114646,severe_damage,9.380292985898027
202,9.44926698627044,9.69371685599704,severe_damage,9.347743908858167
203,9.34598132955238,9.39077740567029,severe_damage,9.308812652264358
204,9.23384981702631,9.31414622325936,severe_damage,9.310301850211905
205,9.63057539301087,9.83062065379422,severe_damage,9.259101460445923
206,9.12462679421,9.02634916604013,severe_damage,9.273906522298754
207,9.25795059976193,9.23009550682613,severe_damage,9.240510570117385
208,9.07472941014116,9.20515311179994,severe_damage,9.216268005359305
209,9.28484297397615,9.16534398161293,severe_damage,9.189384578789275
210,8.79635616561066,8.83218540731933,severe_damage,9.12390731533808
211,9.296195051751,9.12168304961391,severe_damage,9.098677004535253
212,8.92487396216455,9.00127151095382,severe_damage,9.08435215324114
213,9.10571301144127,9.44106186519309,severe_damage,9.054631302321923
214,8.8949704720637,8.87058982495305,severe_damage,9.048106673351764
215,8.83953555061052,8.77919553620987,severe_damage,8.990516730950786
216,8.6894157738195,8.93857858259602,severe_damage,8.960768373327227
217,8.85225861058947,8.71155790422912,severe_damage,8.939078908689511
218,9.06881154434197,9.01232274362786,severe_damage,8.891421338055011
219,9.10419200893435,9.0992734538477,severe_damage,8.851977129511852
220,9.29375863178858,9.38480789000594,severe_damage,8.815187413680768
221,9.09183615441931,8.92847973148776,severe_damage,8.777379164546879
222,8.51141283363067,8.36624637081144,severe_damage,8.783373249945875
223,8.71326166995257,8.75892774744656,severe_damage,8.800545794857713
224,8.86837321560381,8.84000201204721,severe_damage,8.773506148050766
225,8.36872283439596,8.1173218478018,severe_damage,8.750038005429445
226,8.78855980106182,8.53001992146652,severe_damage,8.753343543931129
227,8.70924452896893,8.44942577348758,severe_damage,8.747565529436041
228,8.87096667051062,8.87393812818476,severe_damage,8.692139606021623
229,8.89253114453115,8.96050110593799,severe_damage,8.668718679468368
230,8.9367234398112,9.03678370988744,severe_damage,8.667071753796671
231,8.69228203333996,8.53298388049182,severe_damage,8.673017327245267
232,8.66116167665504,8.35953576490931,severe_damage,8.660933905065509
233,8.97307110333279,9.06190582115312,severe_damage,8.68376856330748
234,9.0252340267985,9.01260323642137,severe_damage,8.660142530175984
235,8.5560810449899,8.55341903878968,severe_damage,8.645652846862362
236,8.6380800929481,8.57716583318893,severe_damage,8.599300508524546
237,8.38827707465799,8.34154248573596,severe_damage,8.555756076806693
238,8.56284811111514,8.84811134917551,severe_damage,8.539684095155872
239,8.68182813467791,8.65875067935082,severe_damage,8.538360061005298
240,8.38322345720736,8.45984172143139,severe_damage,8.510795613473663
241,8.50132408628941,8.17562942449407,severe_damage,8.421372815486082
242,8.45518174207821,8.23208052378326,severe_damage,8.366578082107866
243,8.29590859103604,8.17865305311751,severe_damage,8.3411464673143
244,8.2853157108207,8.30733463017021,severe_damage,8.298178675115699
245,8.74145524240896,8.79570398512513,severe_damage,8.300498526905335
246,8.1366554923937,8.51312336823317,severe_damage,8.239041304388895
247,8.20966907817768,7.94606905193481,severe_damage,8.22372740538809
248,7.9797858285269,7.7205638513394,severe_damage,8.199697992169042
249,8.23285938968254,8.19068223574812,severe_damage,8.185354758566511
250,8.3023585082105,8.17194481688619,severe_damage,8.207583909164418
251,8.08843671597986,7.93264895020991,severe_damage,8.197878201920613
252,8.23340617708853,8.37634026258052,severe_damage,8.185423125511782
253,7.99025473506845,7.92625301142889,severe_damage,8.129004772479561
254,8.3587639521068,8.42904219433877,severe_damage,8.087325652078416
255,8.06888373126106,8.09940052314568,severe_damage,8.080309445480742
256,8.20057913827187,7.9604809204561,severe_damage,8.083372803479692
257,8.45063859417659,8.56551778275187,severe_damage,8.055286349284883
258,8.07151331775935,8.03306744446043,severe_damage,8.0479714202329
259,8.21983174107325,8.12050848403774,severe_damage,8.015368711504982
260,7.9724066793556,7.94942868964181,severe_damage,7.986182586378418
261,7.82893481959696,7.88793656221601,severe_damage,7.957730976633333
262,7.67508216564099,7.84082595296969,severe_damage,7.915449093490778
263,7.75120076717947,7.76651422132366,severe_damage,7.891843266005802
264,8.02808728076797,7.76938542282596,severe_damage,7.847401769628329
265,7.93707187588173,8.06222088110644,severe_damage,7.737647340946781
266,7.52557999284574,7.44360831929115,severe_damage,7.6986756888506145
267,7.66176763457244,7.93854838568207,severe_damage,7.689852674946859
268,7.40797378497648,7.49947886525263,severe_damage,7.674649217387435
269,7.69669192922693,7.79481394720043,severe_damage,7.640336906622092
270,7.79646711686275,7.74531311087104,severe_damage,7.612112019418513
271,7.42034599345289,7.293858474794,severe_damage,7.611762247969204
272,6.97759335947344,6.91920135252866,mild_damage,7.603433738602344
273,7.64298476984815,7.44849266301793,severe_damage,7.5687762313942635
274,8.11171488927341,7.98816327548141,severe_damage,7.559072983758537
275,7.54408774831569,7.72137682625043,severe_damage,7.511998322169749
276,7.46299078799908,7.37325190073586,severe_damage,7.497583861934311
277,7.42638839630367,7.41745264491602,severe_damage,7.43985395594664
278,7.52765983599175,7.76126764958403,severe_damage,7.410191281662417
279,7.71926428190826,7.64445778232306,severe_damage,7.412996197149857
280,7.57257536236443,7.54235827298523,severe_damage,7.461070512693881
281,7.19435900443023,7.29805960475526,severe_damage,7.427786914528306
282,7.20251686515828,7.23242846185025,severe_damage,7.373227332176136
283,7.21387169750734,7.28326196172104,severe_damage,7.294030808915352
284,6.95913408813401,6.92886535738538,mild_damage,7.280019834903947
285,7.32690706771872,7.3003729966077,severe_damage,7.218102356797257
286,7.09294710792939,7.3359322071056,severe_damage,7.13043617575091
287,7.33709237007231,7.64031608568901,severe_damage,7.065133890127902
288,6.95198741238761,6.9492386905343,mild_damage,6.992315178828033
289,7.28587899020242,7.16976954019887,severe_damage,6.955730042370863
290,6.54069520656048,6.53342897733866,mild_damage,6.932695370576495
291,7.24970091545468,7.16308729056479,severe_damage,6.897293988591711
292,6.54617461451787,6.48869047331566,mild_damage,6.865053415854249
293,6.6042252907199,6.44627493388884,mild_damage,6.824261035788557
294,6.78893092098328,6.66492349797794,mild_damage,6.776241125787233
295,6.45242763463143,6.45007760348719,mild_damage,6.706771481919543
296,6.80104991014834,6.74928255789772,mild_damage,6.677006119337721
297,6.78112574547659,6.88690838493472,mild_damage,6.601182212223187
298,6.9003377045823,6.75224123194929,mild_damage,6.61227093413217
299,6.5195519896208,6.44525676632346,mild_damage,6.555364741254283
300,6.64826655719409,6.6884872956223,mild_damage,6.5308005365067805
301,6.57811322842421,6.61563355708573,mild_damage,6.498865410427383
302,6.63348838073959,6.59827142767368,mild_damage,6.491555843645295
303,6.58303274139768,6.50275825180696,mild_damage,6.476925940297371
304,6.22211061744226,6.03241093348086,mild_damage,6.473166601710346
305,6.73782580550513,6.69975980597341,mild_damage,6.4205684675757535
306,6.27193112899576,6.30949439739649,mild_damage,6.375246155488159
307,6.12990474209583,6.12022740210312,mild_damage,6.35589907843088
308,6.07678366148184,5.96724804269787,mild_damage,6.29987941234178
309,6.4788194975327,6.55527999624662,mild_damage,6.252277785095841
310,6.17167183032933,6.23062905326833,mild_damage,6.1964355730384
311,6.70812173689361,6.69289247909235,mild_damage,6.16503199004129
312,6.09136003409723,6.09793637291585,mild_damage,6.15700623041505
313,6.06651455981158,6.07240655063536,mild_damage,6.079132460512613
314,6.1407801349823,6.15505061046427,mild_damage,6.0428652414571085
315,5.78644491399074,5.8481923042858,mild_damage,6.005329667092659
316,5.9304348953198,5.90160914839664,mild_damage,6.01441491963291
317,5.63351894711356,5.76063824681207,mild_damage,5.97575491777241
318,6.12328384133369,6.0317045068503,mild_damage,5.945832440421614
319,5.9377806532039,5.91202453908726,mild_damage,5.881655326243938
320,5.59572320900008,5.53165325743687,mild_damage,5.8545639479326335
321,5.81874550593181,5.76548611156391,mild_damage,5.8076887885348505
322,5.68934865270929,5.55719378663639,mild_damage,5.774758930447797
323,6.01026787030529,6.10352683080162,mild_damage,5.744591036125237
324,5.9692774290964,5.97537996833914,mild_damage,5.7283857532398805
325,5.79194539240702,5.78179189300639,mild_damage,5.706074442771083
326,5.72253854126702,5.73023576642719,mild_damage,5.692662596267651
327,5.74842614252679,5.6915656982463,mild_damage,5.653826481729423
328,5.39887544952717,5.36927915966861,mild_damage,5.6515164247900165
329,5.58931284274207,5.66110273915847,mild_damage,5.619824694036658
330,5.40099930035956,5.39567388944739,mild_damage,5.5730623317477015
331,5.61764813671932,5.65852990511631,mild_damage,5.523712669291007
332,5.37353935536872,5.4259685897801,mild_damage,5.4610443537593705
333,5.74827399681048,5.83052680929882,mild_damage,5.404606406492738
334,5.37228059966521,5.32948282101383,mild_damage,5.373710381101919
335,5.55662320935573,5.49700240334578,mild_damage,5.3280756208883435
336,5.25975444465286,5.29011015026354,mild_damage,5.306280646791182
337,4.93118475354201,4.85575835230202,mild_damage,5.282423323890425
338,5.26923433736666,5.36328189395122,mild_damage,5.242808999897064
339,5.12122227867645,5.03535523536458,mild_damage,5.179628240061723
340,4.84789348457819,4.93522268400692,mild_damage,5.1423946817131005
341,5.13667945487887,5.26679538556491,mild_damage,5.086918214605083
342,5.11012400086369,5.00704429504265,mild_damage,5.0423457281776995
343,4.94778545665247,5.04235454821119,mild_damage,4.987738520720068
344,5.26172409486938,5.30324289564711,mild_damage,4.953546111306252
345,4.79220642179138,4.80145902954697,mild_damage,4.979348604429337
346,4.72985570943511,4.7108185075862,mild_damage,4.965449284602138
347,4.88232134995115,4.86746521455077,mild_damage,4.924281171724777
348,4.92774627906443,4.99837980267855,mild_damage,4.928464083620434
349,4.71263163345639,4.66089552460309,mild_damage,4.8613829347698445
350,4.72667796850879,4.6778942914813,mild_damage,4.825561403241123
351,4.52999892724994,4.77722400905631,mild_damage,4.801729506633586
352,5.11547608337525,5.24279574914828,mild_damage,4.746114292181687
353,5.0678116906021,5.15479209654323,mild_damage,4.748926577816934
354,4.34119287701987,4.41783354220419,mild_damage,4.752025671023008
355,4.99999625905846,4.99796636244176,mild_damage,4.700854169678711
356,4.39974216989351,4.26057815280606,mild_damage,4.640493832841165
357,4.48500357002697,4.46972132211184,mild_damage,4.606041346284736
358,4.623961038964,4.68487609909811,mild_damage,4.588313256422956
359,4.4152901469581,4.46901467886865,mild_damage,4.545229448126997
360,4.71528854473817,4.84364331407567,mild_damage,4.484347589937547
361,4.65953184035853,4.75730490567732,mild_damage,4.430999966272247
362,4.06358652826635,4.0998926943863,mild_damage,4.40009034001707
363,4.13711290498567,4.09297475011537,mild_damage,4.335706397576477
364,4.16672193155603,4.14410822625665,mild_damage,4.310645129167091
365,4.3711235311239,4.41197294355461,mild_damage,4.276073076821001
366,4.16864752330227,4.13096688461691,mild_damage,4.249077298559078
367,4.36514842587479,4.32956787630654,mild_damage,4.195660105522154
368,4.23822797190394,4.35457774156372,mild_damage,4.1108942514620015
369,3.95820257591053,3.95418914837654,normal,4.063806858135979
370,4.1587062742607,4.03220722583286,mild_damage,4.029056990787591
371,3.95044166940709,3.88465912666529,normal,4.013664308824259
372,3.94378473809611,3.95114053692048,normal,3.993727452405469
373,4.31826424071408,4.27993942516926,mild_damage,3.949703745038657
374,3.67967939181369,3.66775678331479,normal,3.9195500620573727
375,3.57634409295577,3.57215550317338,normal,3.880714802089278
376,4.04801539850072,4.05099400578699,mild_damage,3.856948210878578
377,3.60921781267057,3.57864468416048,normal,3.835359438217146
378,3.86284492662785,3.86208452066538,normal,3.8241475748155804
379,3.91092530501269,3.84505537997481,normal,3.8020680158603066
380,3.77963355523656,3.75161733305243,normal,3.7871560788483953
381,3.69048657888944,3.67866163989764,normal,3.7339581239768345
382,3.73871733078124,3.74703897678512,normal,3.746784973832345
383,3.98974446020681,3.99807887340322,normal,3.750565837370535
384,3.59235488291199,3.63035755845506,normal,3.7374005624075344
385,3.81355959071722,3.86402927480937,normal,3.733896189498479
386,3.54011693626727,3.55346574233619,normal,3.7173892247712357
387,3.75225872436137,3.72746148174181,normal,3.7078324336076958
388,3.46597231555814,3.48197010209585,normal,3.6931648308588354
389,3.8225787851949,3.86015953114744,normal,3.668538378955218
390,3.59502092584474,3.62886845624624,normal,3.6393985650197314
391,3.85044051994766,3.85351488134198,normal,3.5863186732728085
392,3.56974721119784,3.52607909052464,normal,3.5380253602459173
393,3.65314149033774,3.61448004975673,normal,3.5048990634800576
394,3.71268665975594,3.70170351252171,normal,3.4950052686467954
395,3.51598467764766,3.53160329181953,normal,3.4646380140102644
396,3.32694708352222,3.30926486134338,normal,3.44433362188914
397,3.35700665206675,3.30994176775282,normal,3.3970724823846843
398,3.16225080074968,3.20188049719938,normal,3.381732729003879
399,2.91953470750854,2.90595786305169,normal,3.33998083959501
400,3.33712361824128,3.36713482332147,normal,3.3368122873732418
401,3.39194569101321,3.40505881983726,normal,3.313203811938293
402,3.3111103836108,3.27195266219385,normal,3.291665444722667
403,3.17574992591008,3.17740422027898,normal,3.246090482273105
404,3.1310264458069,3.1512424385806,normal,3.225534065400343
405,3.41934410169183,3.39877215553416,normal,3.2219007393763515
406,3.24806604194251,3.22723654020896,normal,3.2334335198099535
407,3.46894102717607,3.47855080719811,normal,3.2139311278071037
408,3.29148833440487,3.2603529182325,normal,3.188551190582809
409,3.39907873857853,3.37862800428732,normal,3.1841130681862566
410,2.80820459805833,2.8479788550761,normal,3.1648912484045932
411,3.01123348652503,3.00091860825194,normal,3.1387901422112554
412,3.2418021438332,3.25544187739295,normal,3.1054400065137884
413,3.38953658032224,3.37487220370341,normal,3.0665546055101003
414,2.65973185106472,2.61342198300895,normal,3.0486846607791316
415,3.00078904323367,2.98643576495705,normal,3.008982094421461
416,3.35533302596,3.33848698388897,normal,2.9803956878314755
417,2.97759294778048,2.9836253654689,normal,2.943754315918696
418,2.8009790337696,2.78588762737891,normal,2.9527445578607017
419,2.62067865463959,2.6509904031186,normal,2.9501358463618623
420,2.87716535232996,2.81549114047884,normal,2.8966509039730153
421,2.94751766760073,2.95918736924442,normal,2.86534657113672
422,2.89897897313761,2.88301231183305,normal,2.8679838220591947
423,2.80261890004919,2.83155681938272,normal,2.8559122343780476
424,2.8269600964071,2.82900742559563,normal,2.8008466060494106
425,2.93387684847066,2.98283248420618,normal,2.797979033774334
426,2.97404341220872,2.96178793576936,normal,2.8051002440368302
427,2.46269308123155,2.45316774156024,normal,2.7989003633672076
428,2.89104961314728,2.90530721115898,normal,2.7801263133329197
429,2.62137620877243,2.65298074684607,normal,2.7820668590832525
430,2.84159999370036,2.80536194973985,normal,2.7795758415964054
431,2.59200393431044,2.51250255895941,normal,2.7386899108494136
432,2.94632419343048,2.94061178134276,normal,2.72897583608021
433,2.88523849598728,2.89270578131634,normal,2.708229936493239
434,2.51229659202466,2.55799219307426,normal,2.6677389681471344
435,2.54170130488492,2.53388038996452,normal,2.660089701144304
436,2.98554112923088,2.98829555549942,normal,2.6401406739772013
437,2.82553284890933,2.84564704953034,normal,2.6147541008739754
438,2.23682214173052,2.21826785817784,normal,2.6066291367491328
